scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr1,277400001,277450000,277421808,381,349,1.075,2.975,-0.4691,-0.0416,-0.0293
chr1,277450001,277500000,277476238,308,285,9.1833,7.2,0.1211,0.0344,0.0223
chr1,277500001,277550000,277520256,287,272,6.9667,0.175,0.951,0.1247,0.0866
chr1,277550001,277600000,277582586,323,318,4.475,0.4333,0.8234,0.1138,0.0573
chr1,277600001,277650000,277620677,831,744,8.5533,0.4533,0.8993,0.0845,0.059
chr1,277650001,277700000,277668856,538,466,0.9333,2.3167,-0.4256,-0.0219,-0.0151
chr1,277700001,277750000,277723378,734,651,7.8125,44.7292,-0.7026,-0.3689,-0.1979
chr1,277750001,277800000,277775454,282,267,28.6083,0.1583,0.989,0.5794,0.3313
chr1,277800001,277850000,277822028,399,381,10.64,1.665,0.7294,0.2143,0.1173
chr1,277850001,277900000,277878829,332,308,3.1883,0.88,0.5674,0.0578,0.0372
chr1,277900001,277950000,277925171,331,300,0.0917,2.6333,-0.9327,-0.0662,-0.0513
chr1,277950001,278000000,277979120,399,360,2.2917,2.825,-0.1042,-0.0085,-0.0058
chr1,278000001,278050000,278024431,269,263,0.0,6.2333,-1.0,-0.1902,-0.1076
chr1,278050001,278100000,278081674,389,358,5.875,24.6667,-0.6153,-0.3643,-0.1881
chr1,278100001,278150000,278131097,440,412,17.2,5.3083,0.5283,0.2581,0.137
chr1,278150001,278200000,278174179,694,653,23.8617,20.52,0.0753,0.0537,0.029
chr1,278200001,278250000,278221645,636,607,16.19,8.465,0.3133,0.1162,0.0636
chr1,278250001,278300000,278276564,312,293,2.8,8.2417,-0.4928,-0.1624,-0.0776
chr1,278300001,278350000,278321427,164,160,9.6667,0.225,0.9545,0.4211,0.3117
chr1,278350001,278400000,278376790,289,284,9.8983,6.4233,0.2129,0.1043,0.0647
chr1,278400001,278450000,278427154,203,199,4.1583,3.3667,0.1052,0.0508,0.0209
chr1,278450001,278500000,278475169,238,237,8.0417,0.1167,0.9714,0.3404,0.1754
chr1,278500001,278550000,278528723,330,322,23.3892,1.0308,0.9156,0.4515,0.228
chr1,278550001,278600000,278573227,296,291,7.9917,3.2167,0.426,0.1007,0.0604
chr1,278600001,278650000,278626795,294,267,7.125,10.0333,-0.1695,-0.0489,-0.0335
chr1,278650001,278700000,278670101,555,527,16.45,2.4917,0.7369,0.1699,0.1074
chr1,278700001,278750000,278721135,405,388,19.425,0.3667,0.9629,0.2935,0.188
chr1,278750001,278800000,278774821,481,470,41.3833,2.975,0.8659,0.3651,0.2426
chr1,278800001,278850000,278825111,221,215,9.1892,0.1558,0.9666,0.2683,0.1747
chr1,278850001,278900000,278874975,339,308,18.6667,0.125,0.9867,0.3422,0.1969
chr1,278900001,278950000,278927872,494,466,17.1833,2.125,0.7799,0.2018,0.1401
chr1,278950001,279000000,278968218,444,405,11.31,1.7183,0.7362,0.1583,0.1132
chr1,279000001,279050000,279029431,290,256,20.0325,1.2492,0.8826,0.4218,0.2495
chr1,279050001,279100000,279070111,550,469,9.0383,3.2467,0.4714,0.0828,0.048
chr1,279100001,279150000,279123174,660,619,4.7917,1.8,0.4539,0.0368,0.0263
chr1,279150001,279200000,279173518,508,499,0.0333,2.15,-0.9695,-0.0345,-0.0237
chr1,279200001,279250000,279223126,616,587,3.3833,9.1333,-0.4594,-0.0762,-0.0473
chr1,279250001,279300000,279273040,643,621,2.8083,23.35,-0.7853,-0.2112,-0.1305
chr1,279300001,279350000,279325210,496,480,1.6317,2.5233,-0.2146,-0.0174,-0.0108
chr1,279350001,279400000,279377253,589,570,2.3842,19.7508,-0.7846,-0.1902,-0.1236
chr1,279400001,279450000,279428527,477,438,6.7533,15.1783,-0.3841,-0.1082,-0.0649
chr1,279450001,279500000,279472718,411,395,20.425,1.5917,0.8554,0.2447,0.1515
chr1,279500001,279550000,279521187,594,571,8.4433,8.6267,-0.0107,-0.0021,-0.0014
chr1,279550001,279600000,279572301,528,497,1.5917,21.5083,-0.8622,-0.3904,-0.1996
chr1,279600001,279650000,279623423,329,298,30.345,1.1283,0.9283,0.6495,0.3176
chr1,279650001,279700000,279674011,484,462,7.5583,0.425,0.8935,0.1396,0.0824
chr1,279700001,279750000,279725737,501,478,1.01,2.8183,-0.4724,-0.0282,-0.0208
chr1,279750001,279800000,279773475,456,427,3.56,1.735,0.3447,0.0269,0.0179
chr1,279800001,279850000,279822997,435,384,11.95,2.45,0.6597,0.1971,0.1115
chr1,279850001,279900000,279870516,295,272,1.4633,4.4217,-0.5027,-0.0896,-0.0521
chr1,279900001,279950000,279924134,296,260,0.3917,1.7333,-0.6314,-0.0557,-0.0297
chr1,279950001,280000000,279974345,459,440,4.6833,7.9667,-0.2596,-0.06,-0.0403
chr1,280000001,280050000,280028568,314,288,0.6933,6.9017,-0.8174,-0.316,-0.1599
chr1,280050001,280100000,280072880,269,266,0.25,3.9167,-0.88,-0.1635,-0.0994
chr1,280100001,280150000,280121304,379,347,7.0083,1.8167,0.5883,0.1614,0.0837
chr1,280150001,280200000,280175499,691,660,3.1583,3.7583,-0.0867,-0.0141,-0.0073
chr1,280200001,280250000,280222784,609,592,3.5883,2.6217,0.1557,0.0145,0.0096
chr1,280250001,280300000,280278629,415,402,4.1083,1.4417,0.4805,0.0563,0.0343
chr1,280300001,280350000,280321324,562,536,2.1917,21.5167,-0.8151,-0.1918,-0.1182
chr1,280350001,280400000,280374912,385,326,4.9833,0.9,0.6941,0.112,0.0693
chr1,280400001,280450000,280421650,569,521,4.7083,1.9,0.425,0.0365,0.0278
chr1,280450001,280500000,280471952,721,684,9.3567,2.5567,0.5708,0.0903,0.0553
chr1,280500001,280550000,280527055,611,567,3.6933,8.66,-0.4021,-0.0789,-0.0493
chr1,280550001,280600000,280576127,579,506,1.6333,2.7333,-0.2519,-0.0227,-0.0145
chr1,280600001,280650000,280613263,319,263,1.05,0.075,0.8667,0.0289,0.0186
chr1,280650001,280700000,280681157,533,472,0.6392,3.0558,-0.654,-0.041,-0.0276
chr1,280700001,280750000,280721932,370,324,0.3,0.1,0.5,0.0035,0.0028
chr1,280750001,280800000,280778988,586,529,1.6225,0.5725,0.4784,0.0132,0.01
chr1,280800001,280850000,280820144,412,357,1.4583,1.1083,0.1364,0.0079,0.0055
chr1,280850001,280900000,280874687,395,351,0.2083,0.0417,0.6667,0.0027,0.0021
chr1,280900001,280950000,280932738,633,530,0.3258,2.3342,-0.755,-0.0202,-0.0163
chr1,280950001,281000000,280974269,301,275,0.075,2.3083,-0.9371,-0.0506,-0.0397
chr1,281000001,281050000,281023670,422,374,3.8467,1.6133,0.409,0.0464,0.0347
chr1,281050001,281100000,281077515,386,350,3.125,7.4,-0.4062,-0.1003,-0.0668
chr1,281100001,281150000,281117404,520,492,1.1567,6.6067,-0.702,-0.0875,-0.0631
chr1,281150001,281200000,281173598,427,416,2.7417,1.2,0.3911,0.0498,0.0338
chr1,281200001,281250000,281220800,645,616,2.9642,18.8642,-0.7284,-0.3459,-0.1917
chr1,281250001,281300000,281275094,251,240,0.9167,3.0083,-0.5329,-0.0743,-0.0501
chr1,281300001,281350000,281320190,197,195,1.0833,0.025,0.9549,0.0663,0.0496
chr1,281350001,281400000,281376642,264,246,0.0,0.4417,-1.0,-0.0222,-0.0133
chr1,281400001,281450000,281422175,612,573,13.46,3.6767,0.5709,0.1535,0.0937
chr1,281450001,281500000,281478182,400,397,11.2,1.25,0.7992,0.29,0.1516
chr1,281500001,281550000,281526585,421,419,10.775,2.3833,0.6377,0.185,0.1256
chr1,281550001,281600000,281573548,365,353,3.3167,4.45,-0.1459,-0.0266,-0.0166
chr1,281600001,281650000,281631933,496,483,5.9717,11.0717,-0.2992,-0.1063,-0.0585
chr1,281650001,281700000,281671883,693,683,21.59,13.14,0.2433,0.1085,0.0684
chr1,281700001,281750000,281721804,541,508,2.0583,2.0583,0.0,0.0,0.0
chr1,281750001,281800000,281770376,589,554,7.0083,8.0,-0.0661,-0.0244,-0.0129
chr1,281800001,281850000,281823747,425,384,2.3,3.6583,-0.228,-0.0284,-0.0206
chr1,281850001,281900000,281871020,537,498,1.3417,5.5917,-0.613,-0.1164,-0.0787
chr1,281900001,281950000,281924928,652,593,2.85,11.6667,-0.6073,-0.1634,-0.0992
chr1,281950001,282000000,281970136,487,403,2.3333,1.1333,0.3462,0.0274,0.0195
chr1,282000001,282050000,282023804,503,469,2.925,5.475,-0.3036,-0.0524,-0.0324
chr1,282050001,282100000,282074837,253,223,0.575,1.3583,-0.4052,-0.1036,-0.0582
chr1,282100001,282150000,282120411,441,409,1.0833,0.2333,0.6456,0.0351,0.0203
chr1,282150001,282200000,282179340,300,288,2.3967,3.3133,-0.1605,-0.0495,-0.0328
chr1,282200001,282250000,282227428,427,404,5.8917,1.8,0.532,0.1215,0.0732
chr1,282250001,282300000,282277010,571,525,15.1133,3.0467,0.6645,0.2215,0.1506
chr1,282300001,282350000,282329665,385,343,1.0167,2.5667,-0.4326,-0.0577,-0.0407
chr1,282350001,282400000,282371997,843,757,3.4375,1.7458,0.3264,0.0322,0.0221
chr1,282400001,282450000,282425062,422,405,0.6533,0.7533,-0.0711,-0.0035,-0.0025
chr1,282450001,282500000,282470587,350,347,1.7083,1.0333,0.2462,0.0238,0.0151
chr1,282500001,282550000,282534159,211,211,1.1,1.375,-0.1111,-0.0095,-0.007
chr1,282550001,282600000,282575022,302,297,1.525,0.0167,0.9784,0.041,0.0312
chr1,282600001,282650000,282628134,484,444,12.4,21.775,-0.2743,-0.1597,-0.095
chr1,282650001,282700000,282678286,411,379,2.215,6.515,-0.4926,-0.0958,-0.0621
chr1,282700001,282750000,282730294,480,443,9.2708,1.3792,0.741,0.1651,0.1108
chr1,282750001,282800000,282775073,579,516,4.5442,11.3942,-0.4298,-0.188,-0.108
chr1,282800001,282850000,282827668,417,406,0.7833,1.0833,-0.1607,-0.0117,-0.0075
chr1,282850001,282900000,282871618,422,397,3.0217,3.6883,-0.0994,-0.0322,-0.0219
chr1,282900001,282950000,282916461,389,356,1.225,0.9417,0.1308,0.0111,0.007
chr1,282950001,283000000,282974928,255,242,11.0,0.0,1.0,0.3212,0.2091
chr1,283000001,283050000,283025892,339,333,8.35,2.675,0.5147,0.1639,0.1037
chr1,283050001,283100000,283072847,547,527,2.9533,5.0783,-0.2646,-0.0375,-0.024
chr1,283100001,283150000,283120849,491,408,1.7017,1.3683,0.1086,0.0096,0.0068
chr1,283150001,283200000,283174081,327,293,3.0833,20.5667,-0.7393,-0.4654,-0.257
chr1,283200001,283250000,283220016,164,141,0.2333,10.725,-0.9574,-0.5181,-0.292
chr1,283250001,283300000,283273271,511,466,9.0108,4.9108,0.2945,0.0802,0.0401
chr1,283300001,283350000,283326774,305,272,2.075,5.5167,-0.4533,-0.0914,-0.0631
chr1,283350001,283400000,283379276,676,569,2.8583,20.5167,-0.7554,-0.2882,-0.1741
chr1,283400001,283450000,283414754,408,379,1.1933,13.31,-0.8354,-0.3606,-0.199
chr1,283450001,283500000,283478068,557,495,3.25,28.7417,-0.7968,-0.358,-0.2203
chr1,283500001,283550000,283525235,432,409,8.0433,5.9267,0.1515,0.0364,0.0259
chr1,283550001,283600000,283570794,489,419,7.5158,0.9408,0.7775,0.1356,0.0894
chr1,283600001,283650000,283622325,472,418,0.99,13.2067,-0.8605,-0.2737,-0.1638
chr1,283650001,283700000,283672641,293,267,2.275,9.7583,-0.6219,-0.184,-0.1173
chr1,283700001,283750000,283721084,367,359,0.25,5.425,-0.9119,-0.1191,-0.0672
chr1,283750001,283800000,283777225,276,267,4.4917,1.3667,0.5334,0.1122,0.085
chr1,283800001,283850000,283825950,218,203,1.4417,7.975,-0.6938,-0.3113,-0.1503
chr1,283850001,283900000,283869979,425,388,4.045,3.2367,0.111,0.022,0.0139
chr1,283900001,283950000,283921610,310,278,4.4,3.6917,0.0875,0.0231,0.0159
chr1,283950001,284000000,283969113,703,534,3.1333,4.6,-0.1897,-0.0293,-0.0176
chr1,284000001,284050000,284022657,254,241,0.1917,2.0,-0.8251,-0.0638,-0.0433
chr1,284050001,284100000,284070041,147,137,0.2667,16.8083,-0.9688,-0.7367,-0.368
chr1,284100001,284150000,284122748,581,498,6.75,4.175,0.2357,0.0461,0.0317
chr1,284150001,284200000,284179751,336,328,1.1133,1.58,-0.1733,-0.0096,-0.0065
chr1,284200001,284250000,284229969,534,462,12.4217,3.1883,0.5915,0.1517,0.0935
chr1,284250001,284300000,284271647,457,412,9.79,2.84,0.5503,0.1264,0.0875
chr1,284300001,284350000,284318998,533,485,0.8025,8.9192,-0.8349,-0.153,-0.0958
chr1,284350001,284400000,284374524,402,359,3.0833,10.3667,-0.5415,-0.1409,-0.0845
chr1,284400001,284450000,284424985,342,336,10.8167,12.65,-0.0781,-0.0317,-0.0184
chr1,284450001,284500000,284470584,554,547,5.85,20.6167,-0.5579,-0.1601,-0.0997
chr1,284500001,284550000,284521861,469,459,19.525,3.7333,0.679,0.2694,0.1644
chr1,284550001,284600000,284572269,373,370,3.7833,2.0583,0.2953,0.028,0.0166
chr1,284600001,284650000,284627923,239,228,9.7917,1.1833,0.7844,0.276,0.1714
chr1,284650001,284700000,284673917,440,416,6.815,8.9317,-0.1344,-0.0553,-0.0321
chr1,284700001,284750000,284725839,432,415,17.9317,4.815,0.5766,0.2497,0.1459
chr1,284750001,284800000,284773095,450,414,12.6925,13.1258,-0.0168,-0.0074,-0.0046
chr1,284800001,284850000,284826322,517,510,9.6508,18.4592,-0.3134,-0.1428,-0.0909
chr1,284850001,284900000,284875964,287,274,2.0083,0.8,0.4303,0.0231,0.0193
chr1,284900001,284950000,284925675,417,408,1.0167,3.8,-0.5779,-0.1005,-0.0614
chr1,284950001,285000000,284974618,354,343,0.6083,1.5167,-0.4275,-0.0337,-0.0202
chr1,285000001,285050000,285025789,355,332,6.7333,4.8083,0.1668,0.0422,0.0278
chr1,285050001,285100000,285077361,469,428,5.3067,17.8567,-0.5418,-0.1823,-0.1173
chr1,285100001,285150000,285122728,527,471,14.2217,5.2883,0.4579,0.1727,0.1114
chr1,285150001,285200000,285174226,450,368,0.9167,20.7917,-0.9155,-0.6514,-0.3088
chr1,285200001,285250000,285224633,710,659,2.1292,13.3875,-0.7256,-0.164,-0.0993
chr1,285250001,285300000,285269909,690,651,23.3583,9.2417,0.433,0.1295,0.0807
chr1,285300001,285350000,285320441,313,284,15.1667,1.0167,0.8744,0.3565,0.2131
chr1,285350001,285400000,285373811,378,364,21.2917,8.25,0.4415,0.3055,0.152
chr1,285400001,285450000,285425168,388,351,1.7667,8.05,-0.6401,-0.1693,-0.1193
chr1,285450001,285500000,285472028,639,603,9.9142,4.1225,0.4126,0.1154,0.07
chr1,285500001,285550000,285528452,323,301,5.67,1.57,0.5663,0.1493,0.0823
chr1,285550001,285600000,285578307,358,340,1.15,11.9917,-0.825,-0.2788,-0.1807
chr1,285600001,285650000,285621323,444,417,2.4417,1.3167,0.2993,0.0268,0.0199
chr1,285650001,285700000,285669811,486,472,9.9167,3.7833,0.4477,0.1227,0.0706
chr1,285700001,285750000,285724904,204,190,13.9417,0.0167,0.9976,0.5916,0.3009
chr1,285750001,285800000,285772670,257,238,3.1,3.8,-0.1014,-0.0313,-0.0204
chr1,285800001,285850000,285831392,435,374,1.935,4.6267,-0.4102,-0.0625,-0.0389
chr1,285850001,285900000,285871925,147,131,0.075,7.575,-0.9804,-0.5117,-0.2926
chr1,285900001,285950000,285917889,587,508,1.5917,28.1167,-0.8928,-0.4228,-0.2549
chr1,285950001,286000000,285967862,344,338,0.85,31.3417,-0.9472,-0.6073,-0.3274
chr1,286000001,286050000,286027776,396,372,1.325,0.9417,0.1691,0.0117,0.0093
chr1,286050001,286100000,286074270,678,612,5.41,3.135,0.2662,0.0464,0.0322
chr1,286100001,286150000,286122048,665,611,13.7817,5.09,0.4606,0.1438,0.0915
chr1,286150001,286200000,286172352,377,359,5.1333,11.3667,-0.3778,-0.1491,-0.0902
chr1,286200001,286250000,286226936,347,330,1.37,10.0117,-0.7593,-0.1728,-0.1152
chr1,286250001,286300000,286275034,200,193,2.9667,7.2583,-0.4197,-0.0981,-0.069
chr1,286300001,286350000,286326792,528,492,3.825,2.8417,0.1475,0.0177,0.0099
chr1,286350001,286400000,286374093,285,276,0.1667,2.5333,-0.8765,-0.0991,-0.0708
chr1,286400001,286450000,286424235,352,349,9.0167,0.6917,0.8575,0.2252,0.1383
chr1,286450001,286500000,286477414,472,435,2.45,16.8583,-0.7462,-0.3006,-0.1695
chr1,286500001,286550000,286522954,678,637,4.825,4.7083,0.0122,0.0021,0.0015
chr1,286550001,286600000,286574662,282,271,6.2,0.8667,0.7547,0.1452,0.0916
chr1,286600001,286650000,286628019,365,353,4.975,1.8417,0.4597,0.0719,0.0436
chr1,286650001,286700000,286671965,487,446,1.2,9.6,-0.7778,-0.2186,-0.1302
chr1,286700001,286750000,286723984,326,324,1.0583,2.475,-0.4009,-0.0557,-0.037
chr1,286750001,286800000,286776513,272,263,0.0083,6.1833,-0.9973,-0.2863,-0.1817
chr1,286800001,286850000,286826187,269,263,1.5833,1.0083,0.2219,0.0226,0.0158
chr1,286850001,286900000,286873696,565,541,2.0933,2.5267,-0.0938,-0.0087,-0.006
chr1,286900001,286950000,286925950,559,533,0.28,6.0133,-0.911,-0.1275,-0.0816
chr1,286950001,287000000,286973385,606,562,1.01,3.4433,-0.5464,-0.0274,-0.02
chr1,287000001,287050000,287024947,450,435,7.9083,1.6667,0.6519,0.1051,0.0689
chr1,287050001,287100000,287071300,317,305,5.2,0.1083,0.9592,0.1181,0.0651
chr1,287100001,287150000,287129158,610,585,19.3425,3.8258,0.6697,0.2405,0.1357
chr1,287150001,287200000,287178807,387,358,1.225,7.825,-0.7293,-0.2869,-0.1393
chr1,287200001,287250000,287221876,477,441,0.8667,6.1083,-0.7515,-0.1039,-0.074
chr1,287250001,287300000,287271603,541,498,3.5767,2.9517,0.0957,0.0104,0.007
chr1,287300001,287350000,287317679,471,424,9.625,1.9,0.6703,0.1544,0.0889
chr1,287350001,287400000,287375910,306,283,1.1858,1.1942,-0.0035,-0.0003,-0.0002
chr1,287400001,287450000,287427729,425,418,0.1833,3.5167,-0.9009,-0.0739,-0.0467
chr1,287450001,287500000,287466446,311,308,8.0833,0.95,0.7897,0.1452,0.1128
chr1,287500001,287550000,287522732,350,341,5.25,1.5667,0.5403,0.0598,0.0412
chr1,287550001,287600000,287572145,529,504,6.02,4.045,0.1962,0.0452,0.0237
chr1,287600001,287650000,287619805,467,432,6.6,2.8667,0.3944,0.0803,0.0516
chr1,287650001,287700000,287671768,328,287,2.1417,3.75,-0.273,-0.0676,-0.0346
chr1,287700001,287750000,287728876,737,680,4.6167,2.6083,0.278,0.0203,0.0144
chr1,287750001,287800000,287778296,679,565,2.3017,9.4767,-0.6092,-0.0884,-0.0595
chr1,287800001,287850000,287821589,302,269,1.39,1.165,0.0881,0.0053,0.0036
chr1,287850001,287900000,287877315,404,381,2.3867,5.7617,-0.4142,-0.0987,-0.0539
chr1,287900001,287950000,287927476,536,512,7.6008,22.6258,-0.4971,-0.2935,-0.1444
chr1,287950001,288000000,287971986,290,270,2.975,1.2,0.4251,0.0552,0.0396
chr1,288000001,288050000,288022722,233,223,0.4167,1.3083,-0.5169,-0.0595,-0.0296
chr1,288050001,288100000,288078589,467,415,2.4083,4.2,-0.2711,-0.0443,-0.0262
chr1,288100001,288150000,288121981,475,427,1.7833,4.4917,-0.4316,-0.0856,-0.0512
chr1,288150001,288200000,288180902,552,481,4.1,1.0583,0.5897,0.0637,0.0388
chr1,288200001,288250000,288227464,457,412,11.1667,7.55,0.1932,0.071,0.0428
chr1,288250001,288300000,288275862,479,421,13.3933,0.6933,0.9016,0.2398,0.1625
chr1,288300001,288350000,288327017,541,472,14.85,4.3333,0.5482,0.227,0.1221
chr1,288350001,288400000,288378041,355,336,3.2917,6.65,-0.3378,-0.0767,-0.0461
chr1,288400001,288450000,288425500,393,375,5.1917,8.5083,-0.2421,-0.0778,-0.0532
chr1,288450001,288500000,288477937,411,407,8.3333,6.975,0.0887,0.0303,0.0176
chr1,288500001,288550000,288522499,316,309,0.9283,13.12,-0.8678,-0.4766,-0.2502
chr1,288550001,288600000,288570847,478,445,0.525,4.5667,-0.7938,-0.1461,-0.0895
chr1,288600001,288650000,288626849,652,567,6.8,7.4083,-0.0428,-0.0119,-0.0084
chr1,288650001,288700000,288673468,375,343,10.5533,10.145,0.0197,0.0096,0.0056
chr1,288700001,288750000,288726685,372,352,4.5217,6.6467,-0.1903,-0.0422,-0.0285
chr1,288750001,288800000,288782107,174,159,0.3167,7.625,-0.9203,-0.4534,-0.2246
chr1,288800001,288850000,288824639,429,393,13.97,8.52,0.2423,0.097,0.0637
chr1,288850001,288900000,288873832,506,473,5.5233,5.94,-0.0363,-0.0082,-0.0056
chr1,288900001,288950000,288928645,372,339,4.825,8.3083,-0.2652,-0.1013,-0.0586
chr1,288950001,289000000,288969746,501,468,8.97,8.745,0.0127,0.0036,0.0022
chr1,289000001,289050000,289024675,385,354,5.9583,2.9667,0.3352,0.0904,0.0615
chr1,289050001,289100000,289076692,411,356,8.2167,8.0,0.0134,0.0071,0.0039
chr1,289100001,289150000,289131771,445,420,6.435,2.7433,0.4022,0.0962,0.0646
chr1,289150001,289200000,289176138,478,431,21.0817,15.0733,0.1662,0.096,0.0551
chr1,289200001,289250000,289229696,497,467,2.3167,8.3583,-0.566,-0.0942,-0.0632
chr1,289250001,289300000,289274834,545,504,1.425,10.1167,-0.7531,-0.1503,-0.1119
chr1,289300001,289350000,289326729,232,222,3.25,2.0417,0.2283,0.0518,0.0307
chr1,289350001,289400000,289367768,529,472,6.6633,14.8133,-0.3795,-0.1459,-0.0845
chr1,289400001,289450000,289421650,477,459,6.1908,2.2908,0.4598,0.0553,0.0354
chr1,289450001,289500000,289480633,491,456,3.315,5.49,-0.247,-0.0469,-0.0242
chr1,289500001,289550000,289528565,479,405,2.3333,14.425,-0.7215,-0.3174,-0.1456
chr1,289550001,289600000,289576103,404,337,1.735,7.9017,-0.6399,-0.168,-0.0977
chr1,289600001,289650000,289627767,663,575,2.2233,12.9567,-0.7071,-0.1298,-0.0825
chr1,289650001,289700000,289681288,469,407,1.8183,4.435,-0.4184,-0.0509,-0.0322
chr1,289700001,289750000,289727460,475,422,20.8167,7.1417,0.4891,0.267,0.1719
chr1,289750001,289800000,289776173,286,267,12.3333,0.7417,0.8866,0.307,0.1721
chr1,289800001,289850000,289826777,267,238,3.335,4.31,-0.1275,-0.0229,-0.0169
chr1,289850001,289900000,289874986,256,241,0.225,4.475,-0.9043,-0.1042,-0.0732
chr1,289900001,289950000,289930505,294,289,2.6917,6.0333,-0.383,-0.0968,-0.0622
chr1,289950001,290000000,289972940,504,466,1.9083,2.475,-0.1293,-0.0137,-0.0086
chr1,290000001,290050000,290028427,615,547,10.51,11.9517,-0.0642,-0.0321,-0.014
chr1,290050001,290100000,290077560,653,574,5.305,2.8717,0.2976,0.0552,0.0353
chr1,290100001,290150000,290122990,689,586,12.1583,9.175,0.1398,0.0489,0.0254
chr1,290150001,290200000,290175094,700,635,5.8883,8.705,-0.193,-0.043,-0.0275
chr1,290200001,290250000,290223756,504,493,1.4067,18.4983,-0.8587,-0.3921,-0.2058
chr1,290250001,290300000,290276391,295,286,1.1742,9.3408,-0.7767,-0.2604,-0.1585
chr1,290300001,290350000,290329289,310,283,3.275,13.2333,-0.6032,-0.4309,-0.1935
chr1,290350001,290400000,290371668,403,360,8.3908,7.0158,0.0892,0.0338,0.0218
chr1,290400001,290450000,290422906,367,339,2.5833,8.35,-0.5274,-0.1276,-0.0832
chr1,290450001,290500000,290470859,338,312,2.1417,6.5667,-0.5081,-0.116,-0.0741
chr1,290500001,290550000,290531012,444,392,8.745,6.3033,0.1623,0.061,0.0345
chr1,290550001,290600000,290578132,591,545,2.5017,1.7183,0.1856,0.016,0.0112
chr1,290600001,290650000,290623411,177,171,0.1333,4.1083,-0.9371,-0.367,-0.1528
chr1,290650001,290700000,290675242,457,450,1.755,18.755,-0.8289,-0.3308,-0.1982
chr1,290700001,290750000,290729203,378,332,0.865,8.515,-0.8156,-0.1458,-0.1026
chr1,290750001,290800000,290774788,513,494,15.6,2.3917,0.7341,0.221,0.1322
chr1,290800001,290850000,290823536,339,313,11.9833,11.2167,0.033,0.0165,0.0092
chr1,290850001,290900000,290873621,639,602,1.325,3.3917,-0.4382,-0.0562,-0.0341
chr1,290900001,290950000,290925259,377,351,0.325,12.8917,-0.9508,-0.4145,-0.198
chr1,290950001,291000000,290971795,282,267,3.35,0.1,0.942,0.1072,0.0688
chr1,291000001,291050000,291027076,435,387,1.6183,3.11,-0.3155,-0.0297,-0.0168
chr1,291050001,291100000,291073145,569,503,1.6917,20.6583,-0.8486,-0.4736,-0.2429
chr1,291100001,291150000,291125787,676,623,1.5233,15.09,-0.8166,-0.1685,-0.1095
chr1,291150001,291200000,291172036,286,271,7.975,8.025,-0.0031,-0.0012,-0.0007
chr1,291200001,291250000,291227128,344,301,1.7225,17.1058,-0.817,-0.3501,-0.1973
chr1,291250001,291300000,291268438,708,621,13.6717,5.88,0.3985,0.1345,0.0804
chr1,291300001,291350000,291326975,217,205,1.9567,0.365,0.6856,0.0745,0.0497
chr1,291350001,291400000,291372254,681,598,13.2283,12.2033,0.0403,0.0207,0.0101
chr1,291400001,291450000,291419995,425,369,7.4,4.5667,0.2368,0.0719,0.0378
chr1,291450001,291500000,291474128,274,252,0.8,4.75,-0.7117,-0.2002,-0.0963
chr1,291500001,291550000,291526240,277,261,0.3883,10.8133,-0.9307,-0.4435,-0.2424
chr1,291550001,291600000,291570556,368,354,1.7583,6.825,-0.5903,-0.1652,-0.1039
chr1,291600001,291650000,291626168,298,268,14.2083,1.5083,0.8081,0.3722,0.2278
chr1,291650001,291700000,291668742,325,273,8.2333,2.7417,0.5004,0.1797,0.0852
chr1,291700001,291750000,291727977,493,454,4.3533,7.145,-0.2428,-0.064,-0.0431
chr1,291750001,291800000,291776986,368,356,3.5433,1.6767,0.3576,0.0595,0.0388
chr1,291800001,291850000,291828206,379,353,3.7342,3.6925,0.0056,0.0012,0.0008
chr1,291850001,291900000,291876896,515,470,10.4317,4.1483,0.431,0.142,0.0857
chr1,291900001,291950000,291925961,396,370,7.7083,12.7167,-0.2452,-0.1027,-0.0577
chr1,291950001,292000000,291976470,472,424,4.31,4.4267,-0.0134,-0.0016,-0.0012
chr1,292000001,292050000,292025584,366,342,11.2642,3.5142,0.5244,0.0995,0.0702
chr1,292050001,292100000,292075840,348,318,10.725,3.0167,0.5609,0.1461,0.0916
chr1,292100001,292150000,292124663,294,287,2.6,0.1083,0.92,0.0866,0.053
chr1,292150001,292200000,292174046,344,324,0.7717,2.8633,-0.5754,-0.0501,-0.0366
chr1,292200001,292250000,292225104,428,390,10.3417,1.25,0.7843,0.1374,0.0913
chr1,292250001,292300000,292274386,363,328,1.47,9.62,-0.7349,-0.2146,-0.1283
chr1,292300001,292350000,292318090,251,239,8.1833,5.8333,0.1677,0.0646,0.0421
chr1,292350001,292400000,292381507,471,416,3.0083,1.875,0.2321,0.0186,0.0126
chr1,292400001,292450000,292421192,440,439,4.2833,7.4417,-0.2694,-0.0558,-0.0376
chr1,292450001,292500000,292475122,364,353,7.63,10.4883,-0.1578,-0.0701,-0.041
chr1,292500001,292550000,292526550,449,410,5.4667,0.3583,0.877,0.1397,0.0803
chr1,292550001,292600000,292583538,475,453,4.145,3.745,0.0507,0.0127,0.0075
chr1,292600001,292650000,292625804,570,534,20.74,2.465,0.7875,0.3658,0.2414
chr1,292650001,292700000,292677955,718,597,6.0533,11.0283,-0.2912,-0.0898,-0.0504
