classification,chromosome,region_start,region_end,transcript,gene_uniprot,gene_eggnog,description_uniprot,saccver,Tissue specificity
high_div,chr3,139900000,146900000,FUN_011761,,,,,
high_div,chr3,139900000,146900000,FUN_011762,LHX9,LHX9,LIM/homeobox protein Lhx9 (LIM homeobox protein 9),Q90881,
high_div,chr3,139900000,146900000,FUN_011763,NEK7,NEK7,Serine/threonine-protein kinase Nek7 (EC 2.7.11.34) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7),Q9ES74,
low_div,chr3,145100000,145900000,FUN_011742,CFH,,Complement factor H (Protein beta-1-H),P06909,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011743,CFH,,Complement factor H (H factor 1),P08603,"TISSUE SPECIFICITY: Expressed in the retinal pigment epithelium (at protein level) (PubMed:25136834). CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells (PubMed:6444659, PubMed:2968404, PubMed:2139673, PubMed:25136834). {ECO:0000269|PubMed:2139673, ECO:0000269|PubMed:25136834, ECO:0000269|PubMed:2968404, ECO:0000269|PubMed:6444659}."
low_div,chr3,145100000,145900000,FUN_011744,CFH,,Complement factor H (Protein beta-1-H),P06909,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011745,CFH,,Complement factor H (H factor 1),Q28085,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011746,,,,,
low_div,chr3,145100000,145900000,FUN_011747,CFHR1,,Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (FHL-1) (H-factor-like 1) (H36),Q03591,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_011748,CFHR5,CFH,Complement factor H-related protein 5 (FHR-5),Q9BXR6,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_30775,,,,,
low_div,chr3,145100000,145900000,FUN_011749,,,,,
low_div,chr3,145100000,145900000,FUN_011750,CFHR1,,Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (FHL-1) (H-factor-like 1) (H36),Q03591,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_011751,CFH,,Complement factor H (H factor 1),Q28085,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011742,CFH,,Complement factor H (Protein beta-1-H),P06909,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011743,CFH,,Complement factor H (H factor 1),P08603,"TISSUE SPECIFICITY: Expressed in the retinal pigment epithelium (at protein level) (PubMed:25136834). CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells (PubMed:6444659, PubMed:2968404, PubMed:2139673, PubMed:25136834). {ECO:0000269|PubMed:2139673, ECO:0000269|PubMed:25136834, ECO:0000269|PubMed:2968404, ECO:0000269|PubMed:6444659}."
low_div,chr3,145100000,145900000,FUN_011744,CFH,,Complement factor H (Protein beta-1-H),P06909,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011745,CFH,,Complement factor H (H factor 1),Q28085,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
low_div,chr3,145100000,145900000,FUN_011746,,,,,
low_div,chr3,145100000,145900000,FUN_011747,CFHR1,,Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (FHL-1) (H-factor-like 1) (H36),Q03591,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_011748,CFHR5,CFH,Complement factor H-related protein 5 (FHR-5),Q9BXR6,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_30775,,,,,
low_div,chr3,145100000,145900000,FUN_011749,,,,,
low_div,chr3,145100000,145900000,FUN_011750,CFHR1,,Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (FHL-1) (H-factor-like 1) (H36),Q03591,TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
low_div,chr3,145100000,145900000,FUN_011751,CFH,,Complement factor H (H factor 1),Q28085,"TISSUE SPECIFICITY: CFH is one of the most abundant complement components in blood where the liver is the major source of CFH protein in vivo. in addition, CFH is secreted by additional cell types including monocytes, fibroblasts, or endothelial cells. {ECO:0000250|UniProtKB:P08603}."
high_div,chr4,113400000,123400000,FUN_014537,,,,,
high_div,chr4,113400000,123400000,FUN_014538,,,,,
high_div,chr4,113400000,123400000,FUN_014539,,,,,
high_div,chr4,113400000,123400000,FUN_014540,,,,,
high_div,chr4,113400000,123400000,FUN_014541,,,,,
high_div,chr4,113400000,123400000,FUN_014542,,,,,
high_div,chr4,113400000,123400000,FUN_014543,,,,,
high_div,chr4,113400000,123400000,FUN_014544,,,,,
high_div,chr4,113400000,123400000,FUN_014545,,,,,
high_div,chr4,113400000,123400000,FUN_014546,,,,,
high_div,chr4,113400000,123400000,FUN_014547,,,,,
high_div,chr4,113400000,123400000,FUN_014548,CCSER2,CCSER2,Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Protein GCAP14 homolog),Q9H7U1,
high_div,chr4,113400000,123400000,FUN_014549,NDNF,,Protein NDNF (Neuron-derived neurotrophic factor),Q8TB73,TISSUE SPECIFICITY: Expressed in neurons along the gonadotropin-releasing hormone (GnRH) expressing neurons migratory route. {ECO:0000269|PubMed:31883645}.
high_div,chr4,113400000,123400000,FUN_014550,,,,,
high_div,chr4,113400000,123400000,FUN_014551,,,,,
high_div,chr4,113400000,123400000,FUN_014552,BICC1,BICC1,Protein bicaudal C homolog 1 (Bic-C),Q9H694,
high_div,chr4,113400000,123400000,FUN_30890,TY3B-I,,Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)],Q7LHG5,
high_div,chr4,113400000,123400000,FUN_014553,,,,,
high_div,chr4,113400000,123400000,FUN_014554,PHYHIPL,PHYHIPL,Phytanoyl-CoA hydroxylase-interacting protein-like,Q96FC7,
high_div,chr4,113400000,123400000,FUN_014555,,,,,
high_div,chr4,113400000,123400000,FUN_014556,FAM13C,FAM13C,Protein FAM13C,Q8NE31,
high_div,chr4,113400000,123400000,FUN_014557,FAM13A,fam13c,Protein FAM13A,O94988,"TISSUE SPECIFICITY: Isoform 1 is widely expressed, with highest expression in skeletal muscle, thymus, brain and lung. Isoform 3 is less abundant than isoform 1 and predominantly expressed in kidney, pancreas, liver, lung and thymus. {ECO:0000269|PubMed:15234000}."
high_div,chr4,113400000,123400000,FUN_014558,SLC16A9,SLC16A9,Monocarboxylate transporter 9 (MCT 9) (Solute carrier family 16 member 9),Q5R5M4,
high_div,chr4,113400000,123400000,FUN_014559,CCDC6,CCDC6,Coiled-coil domain-containing protein 6,D3YZP9,
high_div,chr4,113400000,123400000,FUN_014560,ANK3,,Ankyrin-3 (ANK-3) (Ankyrin-G),G5E8K5,"TISSUE SPECIFICITY: Expressed in many epithelial tissues, muscles and axons. Expressed in kidney, brain, skin, lung, liver, intestine, pancreas, heart and testis (at protein level). In testis, expressed in Leydig cells, but very weakly or not at all in Sertoli cells or seminiferous tubules. Expressed in macrophages (at protein level). {ECO:0000269|PubMed:23903368, ECO:0000269|PubMed:7615634, ECO:0000269|PubMed:9060470}."
high_div,chr4,113400000,123400000,FUN_014561,,,,,
high_div,chr4,113400000,123400000,FUN_014563,,,,,
high_div,chr4,113400000,123400000,FUN_014564,CDK1,CDK1,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),P13863,
high_div,chr4,113400000,123400000,FUN_014565,,,,,
high_div,chr4,113400000,123400000,FUN_014566,RHOBTB1,RHOBTB1,Rho-related BTB domain-containing protein 1,O94844,"TISSUE SPECIFICITY: Ubiquitous, with highest levels in skeletal muscle, placenta, testis, stomach, and kidney, followed by uterus and adrenal gland. Expressed in a variety of fetal tissues. {ECO:0000269|PubMed:12426103}."
high_div,chr4,113400000,123400000,FUN_014567,,,,,
high_div,chr4,113400000,123400000,FUN_014568,TMEM26,TMEM26,Transmembrane protein 26,Q6ZUK4,
high_div,chr4,113400000,123400000,FUN_014569,CABCOCO1,C10orf107,Ciliary-associated calcium-binding coiled-coil protein 1,Q8CDT7,TISSUE SPECIFICITY: Testis-specific (PubMed:26990073). Expressed in spermatocytes and round spermatids (at protein level) (PubMed:26990073). {ECO:0000269|PubMed:26990073}.
high_div,chr4,113400000,123400000,FUN_014569,CABCOCO1,C10orf107,Ciliary-associated calcium-binding coiled-coil protein 1,Q8CDT7,TISSUE SPECIFICITY: Testis-specific (PubMed:26990073). Expressed in spermatocytes and round spermatids (at protein level) (PubMed:26990073). {ECO:0000269|PubMed:26990073}.
high_div,chr4,113400000,123400000,FUN_014570,ARID5B,ARID5B,AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B),Q5ZJ69,
high_div,chr4,113400000,123400000,FUN_014571,,,,,
high_div,chr4,113400000,123400000,FUN_014572,,,,,
high_div,chr4,113400000,123400000,FUN_014573,CAMK2G,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),Q923T9,
high_div,chr4,113400000,123400000,FUN_30891,,,,,
high_div,chr4,113400000,123400000,FUN_014574,NDST2,NDST2,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Includes: Heparan sulfate N-deacetylase 2 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 2 (EC 2.8.2.-)],P52849,
high_div,chr4,113400000,123400000,FUN_014575,,,,,
high_div,chr4,113400000,123400000,FUN_014576,ZSWIM8,ZSWIM8,Zinc finger SWIM domain-containing protein 8,Q3UHH1,
high_div,chr4,113400000,123400000,FUN_014577,PRSS12,,Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12),O08762,"TISSUE SPECIFICITY: Most abundant in cerebral cortex, hippocampus and amygdala."
high_div,chr4,113400000,123400000,FUN_014578,CHCHD1,CHCHD1,"Small ribosomal subunit protein mS37 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 1)",Q9CQA6,
high_div,chr4,113400000,123400000,FUN_014579,FUT11,FUT11,"Alpha-(1,3)-fucosyltransferase 11 (EC 2.4.1.-) (Fucosyltransferase XI) (Fuc-TXI) (FucT-XI) (Galactoside 3-L-fucosyltransferase 11) (Fucosyltransferase 11)",Q8AWC7,
high_div,chr4,113400000,123400000,FUN_014580,SEC24C,SEC24C,Protein transport protein Sec24C (SEC24-related protein C),P53992,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10329445}.
high_div,chr4,113400000,123400000,FUN_014581,SYNPO2L,SYNPO2L,Synaptopodin 2-like protein,Q8BWB1,
high_div,chr4,113400000,123400000,FUN_014582,MYOZ1,MYOZ1,Myozenin-1 (Calsarcin-2),Q8SQ24,
high_div,chr4,113400000,123400000,FUN_014583,,,,,
high_div,chr4,113400000,123400000,FUN_014584,ANXA7,ANXA7,Annexin A7 (Annexin VII) (Annexin-7),Q4R5L5,
high_div,chr4,113400000,123400000,FUN_014585,EIF3F,EIF3F,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),A5A6I3,
high_div,chr4,113400000,123400000,FUN_014586,TM9SF3,TM9SF3,Transmembrane 9 superfamily member 3,Q9ET30,
high_div,chr4,113400000,123400000,FUN_014587,PIK3AP1,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1),Q9DDT2,
high_div,chr4,113400000,123400000,FUN_014588,NOLC1,NOLC1,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130),Q14978,
high_div,chr4,113400000,123400000,FUN_30892,,,LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)],O00370,
high_div,chr4,113400000,123400000,FUN_014589,PITX3,PITX3,Pituitary homeobox 3 (Homeobox protein PITX3) (XPitx-3) (xPitx3) (Paired-like homeodomain transcription factor 3),Q9I8K3,
high_div,chr4,113400000,123400000,FUN_014590,,,,,
high_div,chr4,113400000,123400000,FUN_30893,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q92538,TISSUE SPECIFICITY: Ubiquitous.
high_div,chr4,113400000,123400000,FUN_014592,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q9R1D7,
high_div,chr4,113400000,123400000,FUN_014591,,,,,
high_div,chr4,113400000,123400000,FUN_30894,,,,,
high_div,chr4,113400000,123400000,FUN_014597,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q92538,TISSUE SPECIFICITY: Ubiquitous.
high_div,chr4,113400000,123400000,FUN_014598,,,,,
high_div,chr4,113400000,123400000,FUN_014599,,,,,
high_div,chr4,113400000,123400000,FUN_014600,,,,,
high_div,chr4,113400000,123400000,FUN_014601,VMN2R26,,Vomeronasal type-2 receptor 26 (Putative pheromone receptor V2R1b) (Vomeronasal type-2 receptor 1b),Q6TAC4,TISSUE SPECIFICITY: Expressed in the basal epithelium of the vomeronasal organ. Located to vomeronasal sensory neurons that project their axons to six to ten glomeruli that reside in globally conserved areas within the caudal accessory olfactory bulb (AOB). {ECO:0000269|PubMed:12354396}.
high_div,chr4,113400000,123400000,FUN_014602,,,,,
high_div,chr4,113400000,123400000,FUN_014603,,,,,
high_div,chr4,113400000,123400000,FUN_014604,,,,,
high_div,chr4,113400000,123400000,FUN_014605,ZNF3,,Zinc finger protein 3 (Zinc finger protein HF.12) (Zinc finger protein HZF3.1) (Zinc finger protein KOX25),P17036,
high_div,chr4,113400000,123400000,FUN_014606,,,,,
high_div,chr4,113400000,123400000,FUN_014607,E2F7,E2F7,Transcription factor E2F7 (E2F-7),D4A4D7,
high_div,chr4,113400000,123400000,FUN_014608,E2F7,E2F7,Transcription factor E2F7 (E2F-7),D4A4D7,
high_div,chr4,113400000,123400000,FUN_014609,,,,,
high_div,chr4,113400000,123400000,FUN_014610,,,,,
high_div,chr4,113400000,123400000,FUN_014611,,Vmn2r65,,,
high_div,chr4,113400000,123400000,FUN_014612,VMN2R26,Vmn2r65,Vomeronasal type-2 receptor 26 (Putative pheromone receptor V2R1b) (Vomeronasal type-2 receptor 1b),Q6TAC4,TISSUE SPECIFICITY: Expressed in the basal epithelium of the vomeronasal organ. Located to vomeronasal sensory neurons that project their axons to six to ten glomeruli that reside in globally conserved areas within the caudal accessory olfactory bulb (AOB). {ECO:0000269|PubMed:12354396}.
high_div,chr4,113400000,123400000,FUN_014613,PCLO,PCLO,Protein piccolo (Aczonin) (Multidomain presynaptic cytomatrix protein),Q9JKS6,TISSUE SPECIFICITY: Expressed in brain (at protein level). {ECO:0000269|PubMed:12473661}.
high_div,chr4,113400000,123400000,FUN_30895,PCLO,,Protein piccolo (Aczonin),Q9PU36,
high_div,chr4,113400000,123400000,FUN_30896,PCLO,,Protein piccolo (Aczonin),Q9PU36,
high_div,chr4,113400000,123400000,FUN_014614,SEMA3E,SEMA3E,Semaphorin-3E (Collapsin-5) (COLL-5),O42237,"TISSUE SPECIFICITY: Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014615,,,,,
high_div,chr4,113400000,123400000,FUN_014616,,,,,
high_div,chr4,113400000,123400000,FUN_014617,,,,,
high_div,chr4,113400000,123400000,FUN_014618,SEMA3A,SEMA3A,Semaphorin-3A (Collapsin-1) (COLL-1),Q90607,"TISSUE SPECIFICITY: Expressed at relatively high levels in brain and muscle, moderate levels in lung, bursa, and heart and virtually absent in liver. Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014619,,,,,
high_div,chr4,113400000,123400000,FUN_014620,SEMA3D,SEMA3D,Semaphorin-3D (Collapsin-2) (COLL-2),Q90663,"TISSUE SPECIFICITY: Developing spinal cord and developing visual system. Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014621,,,,,
high_div,chr4,113400000,123400000,FUN_014622,,,,,
high_div,chr4,113400000,123400000,FUN_014623,GRM3,GRM3,Metabotropic glutamate receptor 3 (mGluR3),Q1ZZH1,
high_div,chr4,113400000,123400000,FUN_014624,,,,,
high_div,chr4,113400000,123400000,FUN_014625,ELAPOR2,KIAA1324L,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (Estrogen-induced gene 121-like protein),Q3UZV7,
high_div,chr4,113400000,123400000,FUN_014626,DMTF1,DMTF1,Cyclin-D-binding Myb-like transcription factor 1 (hDMTF1) (Cyclin-D-interacting Myb-like protein 1) (hDMP1),Q9Y222,"TISSUE SPECIFICITY: Expressed at relatively low levels in colonic mucosa, ovary, peripheral leukocytes, prostate and small intestine, and at higher levels in spleen, testis and thymus. Expressed in multiple regions of the brain and CNS including amygdala, caudate, corpus callosum, hippocampus, substantia nigra and subthalamic nucleus. Isoform 1 is the predominant isoform in monocytes, macrophages and neutrophils, isoform 2 is most strongly expressed in peripheral blood leukocytes and quiescent CD34 positive cells, and isoform 3 is expressed at low levels in all hematopoietic cell types. Expression is frequently reduced in non-small-cell lung carcinomas (NSCLC) due to hemizygous gene deletion, strongly suggesting that this locus is haploinsufficient for tumor suppression. Loss of this locus frequently occurs in tumors which retain wild-type CDKN2A/ARF and p53/TP53 loci. Hemizygous gene deletion has also been observed in leukemic blasts from patients with abnormalities of the long arm of chromosome 7. {ECO:0000269|PubMed:10095122, ECO:0000269|PubMed:12917399, ECO:0000269|PubMed:17936562}."
high_div,chr4,113400000,123400000,FUN_014627,TMEM243,TMEM243,Transmembrane protein 243,A0JNK6,
high_div,chr4,113400000,123400000,FUN_30897,,,,,
high_div,chr4,113400000,123400000,FUN_014628,,,,,
high_div,chr4,113400000,123400000,FUN_014629,MEIG1,MEIG1,Meiosis expressed gene 1 protein homolog,Q32LI5,
high_div,chr4,113400000,123400000,FUN_014630,DCLRE1C,DCLRE1C,Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (SNM1 homolog C) (chSNM1C) (SNM1-like protein),Q5QJC2,
high_div,chr4,113400000,123400000,FUN_014631,HSPA14,HSPA14,Heat shock 70 kDa protein 14,E1C2P3,
high_div,chr4,113400000,123400000,FUN_014632,CDNF,CDNF,Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Conserved dopamine neurotrophic factor),Q49AH0,"TISSUE SPECIFICITY: Widely expressed in neuronal and non-neuronal tissues. In the brain, highest levels in the optic nerve and corpus callosum. {ECO:0000269|PubMed:17611540}."
high_div,chr4,113400000,123400000,FUN_014633,,,,,
high_div,chr4,113400000,123400000,FUN_014634,,,,,
high_div,chr4,113400000,123400000,FUN_014635,FAM107B,FAM107B,Protein FAM107B,Q9H098,
high_div,chr4,113400000,123400000,FUN_014638,FRMD4A,FRMD4A,FERM domain-containing protein 4A,Q8BIE6,
high_div,chr4,113400000,123400000,FUN_014636,,,,,
high_div,chr4,113400000,123400000,FUN_014637,,,,,
high_div,chr4,113400000,123400000,FUN_014639,PRPF18,PRPF18,Pre-mRNA-splicing factor 18 (PRP18 homolog) (hPRP18),Q99633,
high_div,chr4,113400000,123400000,FUN_014640,BEND7,BEND7,BEN domain-containing protein 7,Q8N7W2,
high_div,chr4,113400000,123400000,FUN_014641,SEPHS1,SEPHS1,"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",Q0VC82,
high_div,chr4,113400000,123400000,FUN_014642,PHYH,,"Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)",O14832,"TISSUE SPECIFICITY: Expressed in liver, kidney, and T-cells, but not in spleen, brain, heart, lung and skeletal muscle."
high_div,chr4,113400000,123400000,FUN_014643,MCM10,MCM10,Protein MCM10 homolog (HsMCM10),Q7L590,
high_div,chr4,113400000,123400000,FUN_014644,OPTN,OPTN,Optineurin (Ag9-C5) (FIP-2),Q90Z16,"TISSUE SPECIFICITY: Expressed in erythrocytes, skeletal muscle, heart, spleen and brain. Weakly expressed in lung and liver (at protein level). {ECO:0000269|PubMed:11777338, ECO:0000269|PubMed:12169269}."
high_div,chr4,113400000,123400000,FUN_014645,CCDC3,CCDC3,Coiled-coil domain-containing protein 3 (Fat/vessel-derived secretory protein) (Favine),Q9D6Y1,TISSUE SPECIFICITY: Expressed in aorta and adipose tissue. Enriched in mature adipocytes. Over-expressed in adipose tissue from either hormonally-induced or nutritionally-regulated obese mice models. {ECO:0000269|PubMed:20043878}.
high_div,chr4,113400000,123400000,FUN_014646,PRICKLE1,PRICKLE1,Prickle-like protein 1 (REST/NRSF-interacting LIM domain protein 1),Q96MT3,"TISSUE SPECIFICITY: Expressed at highest levels in placenta and at lower levels in lung, liver, kidney and pancreas. Expressed in thalamus, hippocampus, cerebral cortex, and cerebellum (in neurons rather than glia). {ECO:0000269|PubMed:12525887, ECO:0000269|PubMed:14645515, ECO:0000269|PubMed:18976727}."
high_div,chr4,113400000,123400000,FUN_014647,PRICKLE1,,Prickle-like protein 1 (REST/NRSF-interacting LIM domain protein 1),Q71QF9,
high_div,chr4,113400000,123400000,FUN_014648,PPHLN1,PPHLN1,Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50),Q8NEY8,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12853457}.
high_div,chr4,113400000,123400000,FUN_014537,,,,,
high_div,chr4,113400000,123400000,FUN_014538,,,,,
high_div,chr4,113400000,123400000,FUN_014539,,,,,
high_div,chr4,113400000,123400000,FUN_014540,,,,,
high_div,chr4,113400000,123400000,FUN_014541,,,,,
high_div,chr4,113400000,123400000,FUN_014542,,,,,
high_div,chr4,113400000,123400000,FUN_014543,,,,,
high_div,chr4,113400000,123400000,FUN_014544,,,,,
high_div,chr4,113400000,123400000,FUN_014545,,,,,
high_div,chr4,113400000,123400000,FUN_014546,,,,,
high_div,chr4,113400000,123400000,FUN_014547,,,,,
high_div,chr4,113400000,123400000,FUN_014548,CCSER2,CCSER2,Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Protein GCAP14 homolog),Q9H7U1,
high_div,chr4,113400000,123400000,FUN_014549,NDNF,,Protein NDNF (Neuron-derived neurotrophic factor),Q8TB73,TISSUE SPECIFICITY: Expressed in neurons along the gonadotropin-releasing hormone (GnRH) expressing neurons migratory route. {ECO:0000269|PubMed:31883645}.
high_div,chr4,113400000,123400000,FUN_014550,,,,,
high_div,chr4,113400000,123400000,FUN_014551,,,,,
high_div,chr4,113400000,123400000,FUN_014552,BICC1,BICC1,Protein bicaudal C homolog 1 (Bic-C),Q9H694,
high_div,chr4,113400000,123400000,FUN_30890,TY3B-I,,Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)],Q7LHG5,
high_div,chr4,113400000,123400000,FUN_014553,,,,,
high_div,chr4,113400000,123400000,FUN_014554,PHYHIPL,PHYHIPL,Phytanoyl-CoA hydroxylase-interacting protein-like,Q96FC7,
high_div,chr4,113400000,123400000,FUN_014555,,,,,
high_div,chr4,113400000,123400000,FUN_014556,FAM13C,FAM13C,Protein FAM13C,Q8NE31,
high_div,chr4,113400000,123400000,FUN_014557,FAM13A,fam13c,Protein FAM13A,O94988,"TISSUE SPECIFICITY: Isoform 1 is widely expressed, with highest expression in skeletal muscle, thymus, brain and lung. Isoform 3 is less abundant than isoform 1 and predominantly expressed in kidney, pancreas, liver, lung and thymus. {ECO:0000269|PubMed:15234000}."
high_div,chr4,113400000,123400000,FUN_014558,SLC16A9,SLC16A9,Monocarboxylate transporter 9 (MCT 9) (Solute carrier family 16 member 9),Q5R5M4,
high_div,chr4,113400000,123400000,FUN_014559,CCDC6,CCDC6,Coiled-coil domain-containing protein 6,D3YZP9,
high_div,chr4,113400000,123400000,FUN_014560,ANK3,,Ankyrin-3 (ANK-3) (Ankyrin-G),G5E8K5,"TISSUE SPECIFICITY: Expressed in many epithelial tissues, muscles and axons. Expressed in kidney, brain, skin, lung, liver, intestine, pancreas, heart and testis (at protein level). In testis, expressed in Leydig cells, but very weakly or not at all in Sertoli cells or seminiferous tubules. Expressed in macrophages (at protein level). {ECO:0000269|PubMed:23903368, ECO:0000269|PubMed:7615634, ECO:0000269|PubMed:9060470}."
high_div,chr4,113400000,123400000,FUN_014561,,,,,
high_div,chr4,113400000,123400000,FUN_014563,,,,,
